ID	s	d	ts	te	LLC	size
------------------------------
1	3	8	0	0	0	120	
28	0	8	50	50	0	120	
50	0	6	68	68	0	120	
33	3	7	45	46	1	120	
49	3	6	66	67	1	2400	
6	3	6	15	17	2	3600	
32	0	8	48	50	2	120	
25	3	6	27	31	4	1200	
51	3	6	75	79	4	3600	
30	1	8	45	56	11	1200	
34	2	8	48	59	11	1200	
4	0	6	2	14	12	3600	
18	3	7	30	42	12	1200	
39	0	6	45	57	12	3600	
14	1	6	10	30	20	3600	
2	4	8	3	24	21	2400	
21	2	7	26	47	21	120	
63	3	6	81	103	22	3600	
0	2	6	0	24	24	120	
5	1	7	3	37	34	2400	
29	0	6	48	82	34	2400	
3	2	7	0	38	38	2400	
23	4	6	29	80	51	120	
40	1	8	48	106	58	1200	
11	3	5	13	74	61	120	
17	3	5	11	76	65	2400	
35	2	7	47	130	83	3600	
19	0	8	30	117	87	3600	
20	1	7	33	120	87	1200	
10	1	6	16	104	88	120	
57	3	5	80	168	88	3600	
9	1	6	18	111	93	1200	
24	0	8	31	124	93	3600	
26	1	7	28	122	94	2400	
56	1	8	81	177	96	120	
13	1	8	12	109	97	3600	
54	1	6	74	177	103	1200	
15	2	7	10	116	106	3600	
27	4	7	43	150	107	120	
22	4	8	32	159	127	3600	
16	1	5	16	165	149	120	
